Longitude,Latitude,Category
-0.4137045394779735,0.7926716370422395,0
0.9004747076416049,-0.10798845408408853,0
-0.11269729851216811,0.20913335869986197,1
-0.2648175583481626,0.3371260572704261,1
0.7369359517958256,-0.025137603500972716,0
-0.47071400078567194,0.09390560740064215,1
-0.8395325086767156,0.04902277914050934,0
0.6131222957228994,0.3175667334214347,0
0.2717600132592706,-0.18679552574217878,1
0.11981669860319664,0.22567636020112028,1
0.018730309640902835,-0.2585281187185483,1
-0.6674332624878412,0.4760672328527409,0
0.38962556453270325,0.2859999338720399,1
0.464714009653893,0.2741918962175764,1
0.5783424772146766,-0.003115602141885443,0
0.24559840340778025,0.09290753958902681,1
0.3899323559376274,-0.0006917060445535464,1
-0.3303862210236772,-0.4119610431244522,1
0.2711850042818816,-0.3997098614309315,1
0.2980950558552229,0.21044112485657582,1
-0.20294279546048763,-0.4533114865942292,1
0.12976922363498372,-0.3026480323442002,1
-0.7644978342197177,0.1530329510285071,0
-0.06040554642710667,0.4588497845092078,1
-0.44271807388744683,-0.2201297841538608,1
0.30284077670372844,0.6594836074144033,0
0.7235712420270346,0.8922309242672655,0
0.33345768230212214,0.1721899375653705,1
0.2012130207946849,-0.41494162882081265,1
-0.30827880371658295,-0.2663759569902375,1
-0.25581276908734907,-0.47641673976947196,1
-0.6912745694515954,-0.03771979629036504,0
-0.35529231005055406,0.6197488917092697,0
-0.13222857790634077,0.4750014804680602,1
-0.19720723050028183,0.4261853781757504,1
-0.7662039185832719,0.8796642472269502,0
-0.689519508138575,-0.6361437390094578,0
0.19015586140050966,-0.8971483730314993,0
0.14806421456060231,0.021805859673818404,1
-0.6297341423227607,0.08380189475671629,0
0.5988317579379585,0.3893929417088535,0
0.3200771356341429,-0.21356518262161864,1
0.03388382582849763,0.02285446952160042,1
-0.2664351038824558,0.053096163150625084,1
-0.5378504068238572,0.34378548719745683,0
-0.7214558546732255,0.588050378540592,0
0.16533617465405778,-0.03163173436220142,1
0.363383638907046,-0.25999520168651724,1
-0.945808014993033,-0.5560556761341011,0
-0.037221796509405485,0.18348004897253586,1
0.3994818996649963,0.3570043233060059,1
-0.2207630171062633,-0.2333157977309786,1
-0.9266335942188042,-0.4951261113119585,0
-0.21810452221553783,-0.22918784851527,1
0.7877851661019153,0.5771944224490615,0
0.4771705609413613,0.25633178899603914,1
0.5510552333900212,-0.09342233050394477,0
-0.07842885782445749,-0.22210082955949256,1
0.3590587715407354,-0.25217245683649037,1
-0.3984452637110997,0.22481029586794277,1
0.3190070371716352,0.10739132267693759,1
-0.0004529852245503276,0.2968107304567913,1
0.2794192182303618,0.2933852458501882,1
-0.2389666673042981,-0.41930654863692113,1
0.1613476281464757,0.0271279332462362,1
0.8129442219290939,0.2484759918279842,0
0.38455312903570493,0.6983913031306386,0
-0.7787365260895855,0.6929045834690364,0
